Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex ," TPS
($ 000) ","Proportion 
of TPS (%)","Rate of 
use (%)",Number of active beneficiaries,Rank
11,British Columbia,J01XE,Nitrofuran derivatives,Total,F,833.45,0.1,7.8,"126,267",93
11,British Columbia,J01DB,First-generation cephalosporins,Total,F,823.72,0.1,6.6,"107,085",94
11,British Columbia,M04AA,Preparations inhibiting uric acid production,Total,F,784.42,0.1,0.8,"12,778",95
11,British Columbia,N05AE,Indole derivatives,Total,F,782.29,0.1,0.0,548,96
11,British Columbia,N05AN,Lithium,Total,F,777.47,0.1,0.3,"5,107",97
11,British Columbia,J01MA,Fluoroquinolones,Total,F,746.62,0.1,6.5,"104,846",98
11,British Columbia,J01FA,Macrolides,Total,F,731.10,0.1,8.0,"129,797",99
11,British Columbia,C09DA,Angiotensin II antagonists and diuretics,Total,F,726.45,0.1,0.7,"11,357",100
11,British Columbia,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,Total,"40,417.04",10.1,0.3,"2,405",1
11,British Columbia,J05AP,Antivirals for treatment of HCV infections,65+,Total,"32,153.33",8.0,0.1,579,2
11,British Columbia,C10AA,HMG-CoA reductase inhibitors,65+,Total,"16,876.98",4.2,38.4,"300,062",3
11,British Columbia,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,Total,"12,826.43",3.2,3.6,"28,300",4
11,British Columbia,B01AF,Direct factor Xa inhibitors,65+,Total,"11,470.12",2.9,3.0,"23,561",5
11,British Columbia,C09AA,"ACE inhibitors, plain",65+,Total,"10,314.89",2.6,26.7,"208,935",6
11,British Columbia,C08CA,Dihydropyridine derivatives,65+,Total,"10,169.45",2.5,18.8,"146,853",7
11,British Columbia,A02BC,Proton pump inhibitors,65+,Total,"8,268.93",2.1,12.2,"95,282",8
11,British Columbia,C07AB,"Beta-blocking agents, selective",65+,Total,"7,988.03",2.0,20.3,"159,058",9
11,British Columbia,A10AE,"Insulins and analogues for injection, long-acting",65+,Total,"7,618.64",1.9,1.6,"12,235",10
11,British Columbia,N06AB,Selective serotonin reuptake inhibitors,65+,Total,"6,692.89",1.7,9.9,"77,147",11
11,British Columbia,N02AA,Natural opium alkaloids,65+,Total,"6,617.18",1.7,6.1,"47,743",12
11,British Columbia,L04AA,Selective immunosuppressants,65+,Total,"6,294.70",1.6,0.2,"1,644",13
11,British Columbia,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,Total,"6,095.07",1.5,3.8,"29,355",14
11,British Columbia,N03AX,Other antiepileptics,65+,Total,"5,895.80",1.5,6.9,"54,012",15
11,British Columbia,N06AX,Other antidepressants,65+,Total,"5,723.36",1.4,9.0,"70,720",16
11,British Columbia,R03BB,Anticholinergics,65+,Total,"5,680.45",1.4,4.4,"34,542",17
11,British Columbia,N05AX,Other antipsychotics,65+,Total,"5,668.91",1.4,1.3,"10,204",18
11,British Columbia,H03AA,Thyroid hormones,65+,Total,"5,560.74",1.4,17.2,"134,718",19
11,British Columbia,C09CA,"Angiotensin II antagonists, plain",65+,Total,"5,502.76",1.4,8.0,"62,270",20
11,British Columbia,A10BA,Biguanides,65+,Total,"4,713.11",1.2,13.2,"103,372",21
11,British Columbia,B01AB,Heparin group,65+,Total,"4,231.96",1.1,0.8,"6,211",22
11,British Columbia,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,Total,"4,189.51",1.0,1.0,"8,058",23
11,British Columbia,C03CA,"Sulfonamides, plain",65+,Total,"3,831.06",1.0,8.8,"68,498",24
11,British Columbia,L01XC,Monoclonal antibodies,65+,Total,"3,655.89",0.9,0.0,317,25
11,British Columbia,N06DA,Anticholinesterases,65+,Total,"3,615.69",0.9,1.4,"11,198",26
11,British Columbia,B02AB,Proteinase inhibitors,65+,Total,"3,477.39",0.9,0.0,32,27
11,British Columbia,R03BA,Glucocorticoids,65+,Total,"3,292.56",0.8,3.5,"27,584",28
11,British Columbia,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,Total,"3,211.94",0.8,2.7,"21,452",29
11,British Columbia,L04AC,Interleukin inhibitors,65+,Total,"3,190.05",0.8,0.0,257,30
11,British Columbia,N04BA,Dopa and dopa derivatives,65+,Total,"3,106.92",0.8,1.4,"10,777",31
11,British Columbia,S01EE,Prostaglandin analogues,65+,Total,"2,881.17",0.7,4.3,"33,934",32
11,British Columbia,S01ED,Beta-blocking agents,65+,Total,"2,836.45",0.7,3.9,"30,673",33
11,British Columbia,C08DB,Benzothiazepine derivatives,65+,Total,"2,719.17",0.7,3.2,"25,306",34
11,British Columbia,G04CA,Alpha-adrenoreceptor antagonists,65+,Total,"2,584.31",0.6,8.3,"64,780",35
11,British Columbia,R03AC,Selective beta-2-adrenoreceptor agonists,65+,Total,"2,567.72",0.6,10.6,"82,769",36
11,British Columbia,N02AJ,Opioids in combination with non-opioid analgesics,65+,Total,"2,385.10",0.6,12.1,"94,382",37
11,British Columbia,N05BA,Benzodiazepine derivatives,65+,Total,"2,271.25",0.6,9.8,"76,832",38
11,British Columbia,C01DA,Organic nitrates,65+,Total,"2,228.05",0.6,4.7,"36,411",39
11,British Columbia,N07BA,Drugs used in nicotine dependence,65+,Total,"2,225.83",0.6,1.7,"13,040",40
11,British Columbia,A02BA,H2-receptor antagonists,65+,Total,"2,166.54",0.5,4.8,"37,705",41
11,British Columbia,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,65+,Total,"2,139.37",0.5,0.1,948,42
11,British Columbia,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,Total,"2,103.20",0.5,0.0,79,43
11,British Columbia,B01AE,Direct thrombin inhibitors,65+,Total,"2,063.32",0.5,0.4,"3,066",44
11,British Columbia,A10AB,"Insulins and analogues for injection, fast-acting",65+,Total,"2,053.85",0.5,1.6,"12,364",45
11,British Columbia,A10BB,Sulfonylureas,65+,Total,"2,038.55",0.5,3.1,"24,493",46
11,British Columbia,C03AA,"Thiazides, plain",65+,Total,"2,037.62",0.5,13.5,"105,702",47
11,British Columbia,A07EC,Aminosalicylic acid and similar agents,65+,Total,"2,026.44",0.5,0.9,"6,821",48
11,British Columbia,B03AA,"Iron bivalent, oral preparations",65+,Total,"1,944.70",0.5,3.3,"25,914",49
11,British Columbia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,Total,"1,941.26",0.5,0.7,"5,532",50
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,Total,"1,858.21",0.5,1.0,"7,827",51
11,British Columbia,B01AA,Vitamin K antagonists,65+,Total,"1,843.79",0.5,4.7,"36,443",52
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,65+,Total,"1,766.55",0.4,0.5,"3,529",53
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,Total,"1,649.95",0.4,1.0,"7,675",54
11,British Columbia,M04AA,Preparations inhibiting uric acid production,65+,Total,"1,583.64",0.4,4.6,"36,335",55
11,British Columbia,N06AA,Non-selective monoamine reuptake inhibitors,65+,Total,"1,563.05",0.4,3.6,"27,846",56
11,British Columbia,H02AB,Glucocorticoids,65+,Total,"1,524.59",0.4,11.0,"85,731",57
11,British Columbia,N07BC,Drugs used in opioid dependence,65+,Total,"1,523.48",0.4,0.2,"1,475",58
11,British Columbia,L03AA,Colony-stimulating factors,65+,Total,"1,521.77",0.4,0.1,613,59
11,British Columbia,V03AC,Iron-chelating agents,65+,Total,"1,431.78",0.4,0.0,87,60
11,British Columbia,N05CF,Benzodiazepine-related drugs,65+,Total,"1,335.89",0.3,2.2,"16,845",61
11,British Columbia,M05BX,Other drugs affecting bone structure and mineralization,65+,Total,"1,320.27",0.3,0.2,"1,632",62
11,British Columbia,D07AC,"Corticosteroids, potent (group III)",65+,Total,"1,139.02",0.3,10.2,"79,459",63
11,British Columbia,M03AX,"Other muscle relaxants, peripherally acting agents",65+,Total,"1,120.09",0.3,0.2,"1,330",64
11,British Columbia,A03FA,Propulsives,65+,Total,"1,094.49",0.3,2.7,"21,158",65
11,British Columbia,N02AB,Phenylpiperidine derivatives,65+,Total,"1,072.08",0.3,0.3,"2,343",66
11,British Columbia,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,Total,996.45,0.2,0.5,"3,986",67
11,British Columbia,M05BA,Bisphosphonates,65+,Total,987.46,0.2,1.0,"7,778",68
11,British Columbia,C03DA,Aldosterone antagonists,65+,Total,982.10,0.2,2.8,"21,735",69
11,British Columbia,A04AD,Other antiemetics,65+,Total,964.68,0.2,0.4,"3,118",70
11,British Columbia,C02DB,Hydrazinophthalazine derivatives,65+,Total,958.32,0.2,0.8,"6,067",71
11,British Columbia,C07AG,Alpha- and beta-blocking agents,65+,Total,939.59,0.2,0.7,"5,102",72
11,British Columbia,N03AE,Benzodiazepine derivatives,65+,Total,919.68,0.2,1.8,"14,374",73
11,British Columbia,C01AA,Digitalis glycosides,65+,Total,911.58,0.2,1.4,"11,095",74
11,British Columbia,N03AG,Fatty acid derivatives,65+,Total,898.04,0.2,0.4,"3,464",75
11,British Columbia,C09DA,Angiotensin II antagonists and diuretics,65+,Total,893.41,0.2,1.8,"13,824",76
11,British Columbia,A09AA,Enzyme preparations,65+,Total,883.97,0.2,0.4,"2,770",77
11,British Columbia,G04CB,Testosterone-5-alpha reductase inhibitors,65+,Total,878.97,0.2,1.0,"7,514",78
11,British Columbia,M05BB,"Bisphosphonates, combinations",65+,Total,867.50,0.2,1.3,"9,810",79
11,British Columbia,R03DX,Other systemic drugs for obstructive airway diseases,65+,Total,852.97,0.2,0.0,36,80
11,British Columbia,C07AA,"Beta-blocking agents, non-selective",65+,Total,837.00,0.2,1.7,"13,173",81
11,British Columbia,L01BA,Folic acid analogues,65+,Total,795.43,0.2,1.3,"10,137",82
11,British Columbia,J01MA,Fluoroquinolones,65+,Total,794.17,0.2,10.0,"77,838",83
11,British Columbia,N02CC,Selective serotonin (5HT1) agonists,65+,Total,793.38,0.2,0.7,"5,119",84
11,British Columbia,C10AC,Bile acid sequestrants,65+,Total,765.00,0.2,0.6,"4,415",85
11,British Columbia,A12BA,Potassium,65+,Total,724.20,0.2,2.2,"17,406",86
11,British Columbia,M03BX,Other centrally acting agents,65+,Total,718.57,0.2,2.9,"22,283",87
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",65+,Total,689.12,0.2,3.2,"24,703",88
11,British Columbia,S01EC,Carbonic anhydrase inhibitors,65+,Total,687.67,0.2,1.2,"9,372",89
11,British Columbia,G04BE,Drugs used in erectile dysfunction,65+,Total,599.57,0.2,0.0,153,90
11,British Columbia,A11CC,Vitamin D and analogues,65+,Total,598.69,0.1,0.7,"5,464",91
11,British Columbia,J01DB,First-generation cephalosporins,65+,Total,585.81,0.1,6.9,"53,699",92
11,British Columbia,J01XE,Nitrofuran derivatives,65+,Total,564.66,0.1,5.6,"44,133",93
11,British Columbia,S01BA,"Corticosteroids, plain",65+,Total,555.90,0.1,5.0,"38,959",94
11,British Columbia,G03CA,"Natural and semisynthetic estrogens, plain",65+,Total,551.00,0.1,3.0,"23,720",95
11,British Columbia,J01CA,Penicillins with extended spectrum,65+,Total,528.22,0.1,11.6,"90,805",96
11,British Columbia,J01FA,Macrolides,65+,Total,516.80,0.1,6.3,"49,596",97
11,British Columbia,A04AA,Serotonin (5HT3) antagonists,65+,Total,504.68,0.1,0.6,"4,343",98
11,British Columbia,M01AE,Propionic acid derivatives,65+,Total,493.43,0.1,4.3,"33,651",99
11,British Columbia,C01BD,"Antiarrhythmics, class III",65+,Total,480.31,0.1,0.7,"5,353",100
11,British Columbia,J05AP,Antivirals for treatment of HCV infections,65+,M,"22,566.60",12.7,0.1,406,1
11,British Columbia,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,M,"17,859.07",10.0,0.3,986,2
11,British Columbia,C10AA,HMG-CoA reductase inhibitors,65+,M,"7,626.58",4.3,46.1,"167,171",3
11,British Columbia,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,M,"5,492.19",3.1,3.5,"12,571",4
11,British Columbia,B01AF,Direct factor Xa inhibitors,65+,M,"4,856.28",2.7,3.2,"11,438",5
11,British Columbia,C09AA,"ACE inhibitors, plain",65+,M,"4,651.21",2.6,31.6,"114,685",6
11,British Columbia,A10AE,"Insulins and analogues for injection, long-acting",65+,M,"3,967.95",2.2,1.8,"6,686",7
11,British Columbia,C08CA,Dihydropyridine derivatives,65+,M,"3,696.60",2.1,19.2,"69,535",8
11,British Columbia,C07AB,"Beta-blocking agents, selective",65+,M,"3,314.42",1.9,23.0,"83,425",9
11,British Columbia,A02BC,Proton pump inhibitors,65+,M,"2,774.89",1.6,10.4,"37,848",10
11,British Columbia,N02AA,Natural opium alkaloids,65+,M,"2,765.20",1.6,5.5,"19,955",11
11,British Columbia,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,M,"2,744.98",1.5,3.5,"12,824",12
11,British Columbia,R03BB,Anticholinergics,65+,M,"2,690.58",1.5,4.7,"17,091",13
11,British Columbia,G04CA,Alpha-adrenoreceptor antagonists,65+,M,"2,478.78",1.4,17.4,"63,107",14
11,British Columbia,B02AB,Proteinase inhibitors,65+,M,"2,438.77",1.4,0.0,20,15
11,British Columbia,N05AX,Other antipsychotics,65+,M,"2,261.97",1.3,1.1,"3,951",16
11,British Columbia,N03AX,Other antiepileptics,65+,M,"2,247.74",1.3,5.8,"21,131",17
11,British Columbia,B01AB,Heparin group,65+,M,"2,182.31",1.2,0.8,"2,943",18
11,British Columbia,A10BA,Biguanides,65+,M,"2,140.39",1.2,15.9,"57,796",19
11,British Columbia,N06AB,Selective serotonin reuptake inhibitors,65+,M,"2,036.17",1.1,6.8,"24,748",20
11,British Columbia,N06AX,Other antidepressants,65+,M,"1,918.74",1.1,7.1,"25,748",21
11,British Columbia,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,M,"1,899.63",1.1,1.1,"4,011",22
11,British Columbia,N04BA,Dopa and dopa derivatives,65+,M,"1,693.23",1.0,1.7,"6,049",23
11,British Columbia,C09CA,"Angiotensin II antagonists, plain",65+,M,"1,655.55",0.9,6.5,"23,678",24
11,British Columbia,C03CA,"Sulfonamides, plain",65+,M,"1,512.92",0.9,8.7,"31,577",25
11,British Columbia,L04AA,Selective immunosuppressants,65+,M,"1,454.32",0.8,0.1,458,26
11,British Columbia,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,M,"1,377.95",0.8,3.5,"12,564",27
11,British Columbia,R03BA,Glucocorticoids,65+,M,"1,272.68",0.7,3.0,"10,809",28
11,British Columbia,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,65+,M,"1,270.19",0.7,0.2,568,29
11,British Columbia,H03AA,Thyroid hormones,65+,M,"1,255.44",0.7,9.3,"33,857",30
11,British Columbia,N06DA,Anticholinesterases,65+,M,"1,238.60",0.7,1.2,"4,496",31
11,British Columbia,N07BA,Drugs used in nicotine dependence,65+,M,"1,169.41",0.7,1.9,"6,906",32
11,British Columbia,A10AB,"Insulins and analogues for injection, fast-acting",65+,M,"1,165.51",0.7,2.0,"7,136",33
11,British Columbia,L04AC,Interleukin inhibitors,65+,M,"1,156.68",0.7,0.0,83,34
11,British Columbia,R03AC,Selective beta-2-adrenoreceptor agonists,65+,M,"1,131.75",0.6,9.8,"35,387",35
11,British Columbia,S01ED,Beta-blocking agents,65+,M,"1,098.37",0.6,4.0,"14,400",36
11,British Columbia,N07BC,Drugs used in opioid dependence,65+,M,"1,085.66",0.6,0.3,944,37
11,British Columbia,S01EE,Prostaglandin analogues,65+,M,"1,067.54",0.6,4.3,"15,408",38
11,British Columbia,L01XC,Monoclonal antibodies,65+,M,"1,044.67",0.6,0.0,93,39
11,British Columbia,N02AJ,Opioids in combination with non-opioid analgesics,65+,M,"1,003.38",0.6,12.6,"45,635",40
11,British Columbia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,M,976.35,0.5,0.8,"2,990",41
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,M,976.29,0.5,1.2,"4,420",42
11,British Columbia,A10BB,Sulfonylureas,65+,M,931.93,0.5,3.7,"13,377",43
11,British Columbia,B01AE,Direct thrombin inhibitors,65+,M,908.81,0.5,0.4,"1,578",44
11,British Columbia,C01DA,Organic nitrates,65+,M,905.39,0.5,5.4,"19,643",45
11,British Columbia,C08DB,Benzothiazepine derivatives,65+,M,897.27,0.5,3.0,"10,802",46
11,British Columbia,M04AA,Preparations inhibiting uric acid production,65+,M,893.85,0.5,7.3,"26,335",47
11,British Columbia,G04CB,Testosterone-5-alpha reductase inhibitors,65+,M,878.97,0.5,2.1,"7,512",48
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,65+,M,860.81,0.5,0.5,"1,909",49
11,British Columbia,A07EC,Aminosalicylic acid and similar agents,65+,M,857.82,0.5,0.9,"3,137",50
11,British Columbia,B01AA,Vitamin K antagonists,65+,M,854.62,0.5,5.7,"20,759",51
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,M,853.80,0.5,1.1,"4,032",52
11,British Columbia,A02BA,H2-receptor antagonists,65+,M,852.80,0.5,4.3,"15,718",53
11,British Columbia,N05BA,Benzodiazepine derivatives,65+,M,753.32,0.4,7.1,"25,645",54
11,British Columbia,V03AC,Iron-chelating agents,65+,M,739.33,0.4,0.0,42,55
11,British Columbia,B03AA,"Iron bivalent, oral preparations",65+,M,730.91,0.4,3.0,"10,935",56
11,British Columbia,C03AA,"Thiazides, plain",65+,M,668.00,0.4,12.1,"43,931",57
11,British Columbia,L03AA,Colony-stimulating factors,65+,M,611.22,0.3,0.1,232,58
11,British Columbia,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,M,599.55,0.3,0.7,"2,437",59
11,British Columbia,H02AB,Glucocorticoids,65+,M,589.16,0.3,10.6,"38,504",60
11,British Columbia,R03DX,Other systemic drugs for obstructive airway diseases,65+,M,537.56,0.3,0.0,20,61
11,British Columbia,D07AC,"Corticosteroids, potent (group III)",65+,M,532.73,0.3,10.3,"37,443",62
11,British Columbia,C07AG,Alpha- and beta-blocking agents,65+,M,523.58,0.3,0.9,"3,130",63
11,British Columbia,M05BX,Other drugs affecting bone structure and mineralization,65+,M,520.61,0.3,0.1,261,64
11,British Columbia,N06AA,Non-selective monoamine reuptake inhibitors,65+,M,470.53,0.3,2.3,"8,497",65
11,British Columbia,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,M,470.03,0.3,0.0,21,66
11,British Columbia,N05CF,Benzodiazepine-related drugs,65+,M,448.34,0.3,1.5,"5,554",67
11,British Columbia,C03DA,Aldosterone antagonists,65+,M,430.18,0.2,3.0,"10,705",68
11,British Columbia,N03AG,Fatty acid derivatives,65+,M,425.75,0.2,0.4,"1,604",69
11,British Columbia,A04AD,Other antiemetics,65+,M,398.70,0.2,0.4,"1,291",70
11,British Columbia,C02DB,Hydrazinophthalazine derivatives,65+,M,386.73,0.2,0.8,"2,895",71
11,British Columbia,A03FA,Propulsives,65+,M,385.06,0.2,2.2,"8,003",72
11,British Columbia,N02AB,Phenylpiperidine derivatives,65+,M,379.89,0.2,0.3,929,73
11,British Columbia,M03AX,"Other muscle relaxants, peripherally acting agents",65+,M,379.25,0.2,0.1,416,74
11,British Columbia,A09AA,Enzyme preparations,65+,M,349.86,0.2,0.3,"1,143",75
11,British Columbia,C01AA,Digitalis glycosides,65+,M,337.84,0.2,1.4,"5,208",76
11,British Columbia,J01MA,Fluoroquinolones,65+,M,332.61,0.2,9.8,"35,486",77
11,British Columbia,N03AE,Benzodiazepine derivatives,65+,M,317.55,0.2,1.4,"5,178",78
11,British Columbia,C10AC,Bile acid sequestrants,65+,M,300.15,0.2,0.4,"1,570",79
11,British Columbia,C07AA,"Beta-blocking agents, non-selective",65+,M,299.37,0.2,1.6,"5,827",80
11,British Columbia,M03BX,Other centrally acting agents,65+,M,282.18,0.2,2.6,"9,537",81
11,British Columbia,S01EC,Carbonic anhydrase inhibitors,65+,M,278.03,0.2,1.2,"4,450",82
11,British Columbia,A11CC,Vitamin D and analogues,65+,M,274.36,0.2,0.7,"2,573",83
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",65+,M,270.30,0.2,2.6,"9,351",84
11,British Columbia,C09DA,Angiotensin II antagonists and diuretics,65+,M,263.59,0.1,1.4,"5,075",85
11,British Columbia,M05BA,Bisphosphonates,65+,M,260.19,0.1,0.3,"1,191",86
11,British Columbia,J01DB,First-generation cephalosporins,65+,M,250.26,0.1,7.2,"25,930",87
11,British Columbia,C01BD,"Antiarrhythmics, class III",65+,M,241.44,0.1,0.9,"3,233",88
11,British Columbia,L01BA,Folic acid analogues,65+,M,232.33,0.1,1.0,"3,570",89
11,British Columbia,M01AE,Propionic acid derivatives,65+,M,217.73,0.1,4.4,"15,955",90
11,British Columbia,J01CA,Penicillins with extended spectrum,65+,M,216.74,0.1,11.8,"42,844",91
11,British Columbia,S01BA,"Corticosteroids, plain",65+,M,214.59,0.1,4.7,"17,022",92
11,British Columbia,N05AA,Phenothiazines with aliphatic side-chain,65+,M,211.95,0.1,0.7,"2,477",93
11,British Columbia,A12BA,Potassium,65+,M,210.71,0.1,1.7,"6,261",94
11,British Columbia,H01AX,Other anterior pituitary lobe hormones and analogues,65+,M,**, ** , ** ,*,95
11,British Columbia,J01FA,Macrolides,65+,M,206.18,0.1,5.9,"21,306",96
11,British Columbia,A04AA,Serotonin (5HT3) antagonists,65+,M,192.36,0.1,0.6,"2,062",97
11,British Columbia,J02AC,Triazole derivatives,65+,M,192.11,0.1,0.1,256,98
11,British Columbia,N05AD,Butyrophenone derivatives,65+,M,190.22,0.1,0.6,"2,042",99
